Less Is Better,http://www.iunknown.com/xml/rss/
MSDN Blogs,http://blogs.msdn.com/MainFeed.aspx
Amazon Computers and Internet,http://xml.amazon.com/onca/xml3?mode=books&bcm=Books%3A%20Computers%20%26%20Internet&t=webservices-20&dev-t=amznRss&type=lite&page=1&ct=text/xml&sort=+salesrank&f=http://xml.amazon.com/xsl/xml-rss091.xsl&BrowseNodeSearch=5
